breeding_pair,breeding_results,breeding_pair_color,breeding_results_color,probability
"['RR-yy-WW-ss', 'rr-yy-WW-ss']",['Rr-yy-WW-ss'],"['Black', 'White']",['Red'],['100%']
"['RR-yy-WW-ss', 'rr-yy-Ww-ss']","['Rr-yy-WW-ss', 'Rr-yy-Ww-ss']","['Black', 'White (seed)']","['Red', 'Red']","['50%', '50%']"
"['RR-yy-WW-ss', 'rr-yy-ww-ss']",['Rr-yy-Ww-ss'],"['Black', 'Purple']",['Red'],['100%']
"['Rr-yy-WW-Ss', 'Rr-yy-WW-Ss']","['RR-yy-WW-SS', 'RR-yy-WW-Ss', 'RR-yy-WW-ss', 'Rr-yy-WW-SS', 'Rr-yy-WW-Ss', 'Rr-yy-WW-ss', 'rr-yy-WW-SS', 'rr-yy-WW-Ss', 'rr-yy-WW-ss']","['Pink', 'Pink']","['Pink', 'Red (seed)', 'Black', 'White', 'Pink', 'Red', 'White', 'White', 'White']","['11%', '11%', '11%', '11%', '11%', '11%', '11%', '11%', '11%']"
"['Rr-yy-WW-Ss', 'Rr-yy-WW-ss']","['RR-yy-WW-Ss', 'RR-yy-WW-ss', 'Rr-yy-WW-Ss', 'Rr-yy-WW-ss', 'rr-yy-WW-Ss', 'rr-yy-WW-ss']","['Pink', 'Red']","['Red (seed)', 'Black', 'Pink', 'Red', 'White', 'White']","['16%', '16%', '16%', '16%', '16%', '16%']"
"['Rr-yy-WW-Ss', 'Rr-yy-Ww-Ss']","['RR-yy-WW-SS', 'RR-yy-WW-Ss', 'RR-yy-WW-ss', 'RR-yy-Ww-SS', 'RR-yy-Ww-Ss', 'RR-yy-Ww-ss', 'Rr-yy-WW-SS', 'Rr-yy-WW-Ss', 'Rr-yy-WW-ss', 'Rr-yy-Ww-SS', 'Rr-yy-Ww-Ss', 'Rr-yy-Ww-ss', 'rr-yy-WW-SS', 'rr-yy-WW-Ss', 'rr-yy-WW-ss', 'rr-yy-Ww-SS', 'rr-yy-Ww-Ss', 'rr-yy-Ww-ss']","['Pink', 'Pink']","['Pink', 'Red (seed)', 'Black', 'Pink', 'Red', 'Black', 'White', 'Pink', 'Red', 'White', 'Pink', 'Red', 'White', 'White', 'White', 'White', 'White', 'White (seed)']","['5%', '5%', '5%', '5%', '5%', '5%', '5%', '5%', '5%', '5%', '5%', '5%', '5%', '5%', '5%', '5%', '5%', '5%']"
"['Rr-yy-WW-Ss', 'Rr-yy-Ww-ss']","['RR-yy-WW-Ss', 'RR-yy-WW-ss', 'RR-yy-Ww-Ss', 'RR-yy-Ww-ss', 'Rr-yy-WW-Ss', 'Rr-yy-WW-ss', 'Rr-yy-Ww-Ss', 'Rr-yy-Ww-ss', 'rr-yy-WW-Ss', 'rr-yy-WW-ss', 'rr-yy-Ww-Ss', 'rr-yy-Ww-ss']","['Pink', 'Red']","['Red (seed)', 'Black', 'Red', 'Black', 'Pink', 'Red', 'Pink', 'Red', 'White', 'White', 'White', 'White (seed)']","['8%', '8%', '8%', '8%', '8%', '8%', '8%', '8%', '8%', '8%', '8%', '8%']"
"['Rr-yy-WW-Ss', 'rr-Yy-WW-ss']","['Rr-yy-WW-Ss', 'Rr-yy-WW-ss', 'rr-yy-WW-Ss', 'rr-yy-WW-ss']","['Pink', 'Yellow']","['Pink', 'Red', 'White', 'White']","['25%', '25%', '25%', '25%']"
"['Rr-yy-WW-Ss', 'rr-Yy-Ww-ss']","['Rr-yy-WW-Ss', 'Rr-yy-WW-ss', 'Rr-yy-Ww-Ss', 'Rr-yy-Ww-ss', 'rr-yy-WW-Ss', 'rr-yy-WW-ss', 'rr-yy-Ww-Ss', 'rr-yy-Ww-ss']","['Pink', 'White']","['Pink', 'Red', 'Pink', 'Red', 'White', 'White', 'White', 'White (seed)']","['12%', '12%', '12%', '12%', '12%', '12%', '12%', '12%']"
"['Rr-yy-WW-Ss', 'rr-yy-WW-ss']","['Rr-yy-WW-Ss', 'Rr-yy-WW-ss', 'rr-yy-WW-Ss', 'rr-yy-WW-ss']","['Pink', 'White']","['Pink', 'Red', 'White', 'White']","['25%', '25%', '25%', '25%']"
"['Rr-yy-WW-Ss', 'rr-yy-Ww-ss']","['Rr-yy-WW-Ss', 'Rr-yy-WW-ss', 'Rr-yy-Ww-Ss', 'Rr-yy-Ww-ss', 'rr-yy-WW-Ss', 'rr-yy-WW-ss', 'rr-yy-Ww-Ss', 'rr-yy-Ww-ss']","['Pink', 'White (seed)']","['Pink', 'Red', 'Pink', 'Red', 'White', 'White', 'White', 'White (seed)']","['12%', '12%', '12%', '12%', '12%', '12%', '12%', '12%']"
"['Rr-yy-WW-Ss', 'rr-yy-ww-ss']","['Rr-yy-Ww-Ss', 'Rr-yy-Ww-ss', 'rr-yy-Ww-Ss', 'rr-yy-Ww-ss']","['Pink', 'Purple']","['Pink', 'Red', 'White', 'White (seed)']","['25%', '25%', '25%', '25%']"
"['Rr-yy-WW-ss', 'Rr-yy-WW-ss']","['RR-yy-WW-ss', 'Rr-yy-WW-ss', 'rr-yy-WW-ss']","['Red', 'Red']","['Black', 'Red', 'White']","['33%', '33%', '33%']"
"['Rr-yy-WW-ss', 'Rr-yy-Ww-Ss']","['RR-yy-WW-ss', 'RR-yy-Ww-ss', 'Rr-yy-WW-ss', 'Rr-yy-Ww-ss', 'rr-yy-WW-ss', 'rr-yy-Ww-ss']","['Red', 'Pink']","['Black', 'Black', 'Red', 'Red', 'White', 'White (seed)']","['16%', '16%', '16%', '16%', '16%', '16%']"
"['Rr-yy-WW-ss', 'Rr-yy-Ww-ss']","['RR-yy-WW-ss', 'RR-yy-Ww-ss', 'Rr-yy-WW-ss', 'Rr-yy-Ww-ss', 'rr-yy-WW-ss', 'rr-yy-Ww-ss']","['Red', 'Red']","['Black', 'Black', 'Red', 'Red', 'White', 'White (seed)']","['16%', '16%', '16%', '16%', '16%', '16%']"
"['Rr-yy-WW-ss', 'rr-Yy-WW-ss']","['Rr-yy-WW-ss', 'rr-yy-WW-ss']","['Red', 'Yellow']","['Red', 'White']","['50%', '50%']"
"['Rr-yy-WW-ss', 'rr-Yy-Ww-ss']","['Rr-yy-WW-ss', 'Rr-yy-Ww-ss', 'rr-yy-WW-ss', 'rr-yy-Ww-ss']","['Red', 'White']","['Red', 'Red', 'White', 'White (seed)']","['25%', '25%', '25%', '25%']"
"['Rr-yy-WW-ss', 'rr-yy-WW-ss']","['Rr-yy-WW-ss', 'rr-yy-WW-ss']","['Red', 'White']","['Red', 'White']","['50%', '50%']"
"['Rr-yy-WW-ss', 'rr-yy-Ww-ss']","['Rr-yy-WW-ss', 'Rr-yy-Ww-ss', 'rr-yy-WW-ss', 'rr-yy-Ww-ss']","['Red', 'White (seed)']","['Red', 'Red', 'White', 'White (seed)']","['25%', '25%', '25%', '25%']"
"['Rr-yy-WW-ss', 'rr-yy-ww-ss']","['Rr-yy-Ww-ss', 'rr-yy-Ww-ss']","['Red', 'Purple']","['Red', 'White (seed)']","['50%', '50%']"
"['Rr-yy-Ww-Ss', 'Rr-yy-Ww-Ss']","['RR-yy-WW-SS', 'RR-yy-WW-Ss', 'RR-yy-WW-ss', 'RR-yy-Ww-SS', 'RR-yy-Ww-Ss', 'RR-yy-Ww-ss', 'RR-yy-ww-SS', 'RR-yy-ww-Ss', 'RR-yy-ww-ss', 'Rr-yy-WW-SS', 'Rr-yy-WW-Ss', 'Rr-yy-WW-ss', 'Rr-yy-Ww-SS', 'Rr-yy-Ww-Ss', 'Rr-yy-Ww-ss', 'Rr-yy-ww-SS', 'Rr-yy-ww-Ss', 'Rr-yy-ww-ss', 'rr-yy-WW-SS', 'rr-yy-WW-Ss', 'rr-yy-WW-ss', 'rr-yy-Ww-SS', 'rr-yy-Ww-Ss', 'rr-yy-Ww-ss', 'rr-yy-ww-SS', 'rr-yy-ww-Ss', 'rr-yy-ww-ss']","['Pink', 'Pink']","['Pink', 'Red (seed)', 'Black', 'Pink', 'Red', 'Black', 'Pink', 'Red', 'Black', 'White', 'Pink', 'Red', 'White', 'Pink', 'Red', 'Purple', 'Pink', 'Red', 'White', 'White', 'White', 'White', 'White', 'White (seed)', 'Purple', 'Purple', 'Purple']","['3%', '3%', '3%', '3%', '3%', '3%', '3%', '3%', '3%', '3%', '3%', '3%', '3%', '3%', '3%', '3%', '3%', '3%', '3%', '3%', '3%', '3%', '3%', '3%', '3%', '3%', '3%']"
"['Rr-yy-Ww-Ss', 'Rr-yy-Ww-ss']","['RR-yy-WW-Ss', 'RR-yy-WW-ss', 'RR-yy-Ww-Ss', 'RR-yy-Ww-ss', 'RR-yy-ww-Ss', 'RR-yy-ww-ss', 'Rr-yy-WW-Ss', 'Rr-yy-WW-ss', 'Rr-yy-Ww-Ss', 'Rr-yy-Ww-ss', 'Rr-yy-ww-Ss', 'Rr-yy-ww-ss', 'rr-yy-WW-Ss', 'rr-yy-WW-ss', 'rr-yy-Ww-Ss', 'rr-yy-Ww-ss', 'rr-yy-ww-Ss', 'rr-yy-ww-ss']","['Pink', 'Red']","['Red (seed)', 'Black', 'Red', 'Black', 'Red', 'Black', 'Pink', 'Red', 'Pink', 'Red', 'Pink', 'Red', 'White', 'White', 'White', 'White (seed)', 'Purple', 'Purple']","['5%', '5%', '5%', '5%', '5%', '5%', '5%', '5%', '5%', '5%', '5%', '5%', '5%', '5%', '5%', '5%', '5%', '5%']"
"['Rr-yy-Ww-Ss', 'rr-Yy-WW-ss']","['Rr-yy-WW-Ss', 'Rr-yy-WW-ss', 'rr-yy-WW-Ss', 'rr-yy-WW-ss']","['Pink', 'Yellow']","['Pink', 'Red', 'White', 'White']","['25%', '25%', '25%', '25%']"
"['Rr-yy-Ww-Ss', 'rr-Yy-Ww-ss']","['Rr-yy-WW-Ss', 'Rr-yy-WW-ss', 'Rr-yy-Ww-Ss', 'Rr-yy-Ww-ss', 'Rr-yy-ww-Ss', 'Rr-yy-ww-ss', 'rr-yy-WW-Ss', 'rr-yy-WW-ss', 'rr-yy-Ww-Ss', 'rr-yy-Ww-ss', 'rr-yy-ww-Ss', 'rr-yy-ww-ss']","['Pink', 'White']","['Pink', 'Red', 'Pink', 'Red', 'Pink', 'Red', 'White', 'White', 'White', 'White (seed)', 'Purple', 'Purple']","['8%', '8%', '8%', '8%', '8%', '8%', '8%', '8%', '8%', '8%', '8%', '8%']"
"['Rr-yy-Ww-Ss', 'rr-yy-WW-ss']","['Rr-yy-WW-Ss', 'Rr-yy-WW-ss', 'rr-yy-WW-Ss', 'rr-yy-WW-ss']","['Pink', 'White']","['Pink', 'Red', 'White', 'White']","['25%', '25%', '25%', '25%']"
"['Rr-yy-Ww-Ss', 'rr-yy-Ww-ss']","['Rr-yy-WW-Ss', 'Rr-yy-WW-ss', 'Rr-yy-Ww-Ss', 'Rr-yy-Ww-ss', 'Rr-yy-ww-Ss', 'Rr-yy-ww-ss', 'rr-yy-WW-Ss', 'rr-yy-WW-ss', 'rr-yy-Ww-Ss', 'rr-yy-Ww-ss', 'rr-yy-ww-Ss', 'rr-yy-ww-ss']","['Pink', 'White (seed)']","['Pink', 'Red', 'Pink', 'Red', 'Pink', 'Red', 'White', 'White', 'White', 'White (seed)', 'Purple', 'Purple']","['8%', '8%', '8%', '8%', '8%', '8%', '8%', '8%', '8%', '8%', '8%', '8%']"
"['Rr-yy-Ww-Ss', 'rr-yy-ww-ss']","['Rr-yy-Ww-Ss', 'Rr-yy-Ww-ss', 'Rr-yy-ww-Ss', 'Rr-yy-ww-ss', 'rr-yy-Ww-Ss', 'rr-yy-Ww-ss', 'rr-yy-ww-Ss', 'rr-yy-ww-ss']","['Pink', 'Purple']","['Pink', 'Red', 'Pink', 'Red', 'White', 'White (seed)', 'Purple', 'Purple']","['12%', '12%', '12%', '12%', '12%', '12%', '12%', '12%']"
"['Rr-yy-Ww-ss', 'Rr-yy-Ww-ss']","['RR-yy-WW-ss', 'RR-yy-Ww-ss', 'RR-yy-ww-ss', 'Rr-yy-WW-ss', 'Rr-yy-Ww-ss', 'Rr-yy-ww-ss', 'rr-yy-WW-ss', 'rr-yy-Ww-ss', 'rr-yy-ww-ss']","['Red', 'Red']","['Black', 'Black', 'Black', 'Red', 'Red', 'Red', 'White', 'White (seed)', 'Purple']","['11%', '11%', '11%', '11%', '11%', '11%', '11%', '11%', '11%']"
"['Rr-yy-Ww-ss', 'rr-Yy-WW-ss']","['Rr-yy-WW-ss', 'rr-yy-WW-ss']","['Red', 'Yellow']","['Red', 'White']","['50%', '50%']"
"['Rr-yy-Ww-ss', 'rr-Yy-Ww-ss']","['Rr-yy-WW-ss', 'Rr-yy-Ww-ss', 'Rr-yy-ww-ss', 'rr-yy-WW-ss', 'rr-yy-Ww-ss', 'rr-yy-ww-ss']","['Red', 'White']","['Red', 'Red', 'Red', 'White', 'White (seed)', 'Purple']","['16%', '16%', '16%', '16%', '16%', '16%']"
"['Rr-yy-Ww-ss', 'rr-yy-WW-ss']","['Rr-yy-WW-ss', 'rr-yy-WW-ss']","['Red', 'White']","['Red', 'White']","['50%', '50%']"
"['Rr-yy-Ww-ss', 'rr-yy-Ww-ss']","['Rr-yy-WW-ss', 'Rr-yy-Ww-ss', 'Rr-yy-ww-ss', 'rr-yy-WW-ss', 'rr-yy-Ww-ss', 'rr-yy-ww-ss']","['Red', 'White (seed)']","['Red', 'Red', 'Red', 'White', 'White (seed)', 'Purple']","['16%', '16%', '16%', '16%', '16%', '16%']"
"['Rr-yy-Ww-ss', 'rr-yy-ww-ss']","['Rr-yy-Ww-ss', 'Rr-yy-ww-ss', 'rr-yy-Ww-ss', 'rr-yy-ww-ss']","['Red', 'Purple']","['Red', 'Red', 'White (seed)', 'Purple']","['25%', '25%', '25%', '25%']"
"['rr-YY-WW-ss', 'rr-YY-WW-ss']",['rr-YY-WW-ss'],"['Yellow (seed)', 'Yellow (seed)']",['Yellow (seed)'],['100%']
"['rr-YY-WW-ss', 'rr-Yy-WW-ss']","['rr-YY-WW-ss', 'rr-Yy-WW-ss']","['Yellow (seed)', 'Yellow']","['Yellow (seed)', 'Yellow']","['50%', '50%']"
"['rr-YY-WW-ss', 'rr-Yy-Ww-ss']","['rr-YY-WW-ss', 'rr-YY-Ww-ss', 'rr-Yy-WW-ss', 'rr-Yy-Ww-ss']","['Yellow (seed)', 'White']","['Yellow (seed)', 'Yellow', 'Yellow', 'White']","['25%', '25%', '25%', '25%']"
"['rr-YY-WW-ss', 'rr-yy-WW-ss']",['rr-Yy-WW-ss'],"['Yellow (seed)', 'White']",['Yellow'],['100%']
"['rr-YY-WW-ss', 'rr-yy-Ww-ss']","['rr-Yy-WW-ss', 'rr-Yy-Ww-ss']","['Yellow (seed)', 'White (seed)']","['Yellow', 'White']","['50%', '50%']"
"['rr-YY-WW-ss', 'rr-yy-ww-ss']",['rr-Yy-Ww-ss'],"['Yellow (seed)', 'Purple']",['White'],['100%']
"['rr-Yy-WW-ss', 'rr-Yy-WW-ss']","['rr-YY-WW-ss', 'rr-Yy-WW-ss', 'rr-yy-WW-ss']","['Yellow', 'Yellow']","['Yellow (seed)', 'Yellow', 'White']","['33%', '33%', '33%']"
"['rr-Yy-WW-ss', 'rr-Yy-Ww-ss']","['rr-YY-WW-ss', 'rr-YY-Ww-ss', 'rr-Yy-WW-ss', 'rr-Yy-Ww-ss', 'rr-yy-WW-ss', 'rr-yy-Ww-ss']","['Yellow', 'White']","['Yellow (seed)', 'Yellow', 'Yellow', 'White', 'White', 'White (seed)']","['16%', '16%', '16%', '16%', '16%', '16%']"
"['rr-Yy-WW-ss', 'rr-yy-WW-ss']","['rr-Yy-WW-ss', 'rr-yy-WW-ss']","['Yellow', 'White']","['Yellow', 'White']","['50%', '50%']"
"['rr-Yy-WW-ss', 'rr-yy-Ww-ss']","['rr-Yy-WW-ss', 'rr-Yy-Ww-ss', 'rr-yy-WW-ss', 'rr-yy-Ww-ss']","['Yellow', 'White (seed)']","['Yellow', 'White', 'White', 'White (seed)']","['25%', '25%', '25%', '25%']"
"['rr-Yy-WW-ss', 'rr-yy-ww-ss']","['rr-Yy-Ww-ss', 'rr-yy-Ww-ss']","['Yellow', 'Purple']","['White', 'White (seed)']","['50%', '50%']"
"['rr-Yy-Ww-ss', 'rr-Yy-Ww-ss']","['rr-YY-WW-ss', 'rr-YY-Ww-ss', 'rr-YY-ww-ss', 'rr-Yy-WW-ss', 'rr-Yy-Ww-ss', 'rr-Yy-ww-ss', 'rr-yy-WW-ss', 'rr-yy-Ww-ss', 'rr-yy-ww-ss']","['White', 'White']","['Yellow (seed)', 'Yellow', 'White', 'Yellow', 'White', 'Purple', 'White', 'White (seed)', 'Purple']","['11%', '11%', '11%', '11%', '11%', '11%', '11%', '11%', '11%']"
"['rr-Yy-Ww-ss', 'rr-yy-WW-ss']","['rr-Yy-WW-ss', 'rr-yy-WW-ss']","['White', 'White']","['Yellow', 'White']","['50%', '50%']"
"['rr-Yy-Ww-ss', 'rr-yy-Ww-ss']","['rr-Yy-WW-ss', 'rr-Yy-Ww-ss', 'rr-Yy-ww-ss', 'rr-yy-WW-ss', 'rr-yy-Ww-ss', 'rr-yy-ww-ss']","['White', 'White (seed)']","['Yellow', 'White', 'Purple', 'White', 'White (seed)', 'Purple']","['16%', '16%', '16%', '16%', '16%', '16%']"
"['rr-Yy-Ww-ss', 'rr-yy-ww-ss']","['rr-Yy-Ww-ss', 'rr-Yy-ww-ss', 'rr-yy-Ww-ss', 'rr-yy-ww-ss']","['White', 'Purple']","['White', 'Purple', 'White (seed)', 'Purple']","['25%', '25%', '25%', '25%']"
"['rr-yy-WW-ss', 'rr-yy-WW-ss']",['rr-yy-WW-ss'],"['White', 'White']",['White'],['100%']
"['rr-yy-WW-ss', 'rr-yy-Ww-ss']","['rr-yy-WW-ss', 'rr-yy-Ww-ss']","['White', 'White (seed)']","['White', 'White (seed)']","['50%', '50%']"
"['rr-yy-WW-ss', 'rr-yy-ww-ss']",['rr-yy-Ww-ss'],"['White', 'Purple']",['White (seed)'],['100%']
"['rr-yy-Ww-ss', 'rr-yy-ww-ss']","['rr-yy-Ww-ss', 'rr-yy-ww-ss']","['White (seed)', 'Purple']","['White (seed)', 'Purple']","['50%', '50%']"
"['rr-yy-ww-ss', 'rr-yy-ww-ss']",['rr-yy-ww-ss'],"['Purple', 'Purple']",['Purple'],['100%']
"['RR-yy-WW-SS', 'RR-yy-WW-SS']",['RR-yy-WW-SS'],"['Pink', 'Pink']",['Pink'],['100%']
"['RR-yy-WW-SS', 'RR-yy-WW-Ss']","['RR-yy-WW-SS', 'RR-yy-WW-Ss']","['Pink', 'Red (seed)']","['Pink', 'Red (seed)']","['50%', '50%']"
"['RR-yy-WW-SS', 'RR-yy-WW-ss']",['RR-yy-WW-Ss'],"['Pink', 'Black']",['Red (seed)'],['100%']
"['RR-yy-WW-SS', 'RR-yy-Ww-SS']","['RR-yy-WW-SS', 'RR-yy-Ww-SS']","['Pink', 'Pink']","['Pink', 'Pink']","['50%', '50%']"
