breeding_pair,breeding_results,breeding_pair_color,breeding_results_color,probability
"['Rr-Yy-WW', 'rr-Yy-WW']","['Rr-YY-WW', 'Rr-Yy-WW', 'Rr-yy-WW', 'rr-YY-WW', 'rr-Yy-WW', 'rr-yy-WW']","['Orange', 'Yellow']","['Yellow', 'Orange', 'Red', 'Yellow (seed)', 'Yellow', 'White']","['16%', '16%', '16%', '16%', '16%', '16%']"
"['Rr-Yy-WW', 'rr-Yy-Ww']","['Rr-YY-WW', 'Rr-YY-Ww', 'Rr-Yy-WW', 'Rr-Yy-Ww', 'Rr-yy-WW', 'Rr-yy-Ww', 'rr-YY-WW', 'rr-YY-Ww', 'rr-Yy-WW', 'rr-Yy-Ww', 'rr-yy-WW', 'rr-yy-Ww']","['Orange', 'Yellow']","['Yellow', 'Yellow', 'Orange', 'Orange', 'Red', 'Red', 'Yellow (seed)', 'Yellow', 'Yellow', 'Yellow', 'White', 'White (seed)']","['8%', '8%', '8%', '8%', '8%', '8%', '8%', '8%', '8%', '8%', '8%', '8%']"
"['Rr-Yy-WW', 'rr-yy-WW']","['Rr-Yy-WW', 'Rr-yy-WW', 'rr-Yy-WW', 'rr-yy-WW']","['Orange', 'White']","['Orange', 'Red', 'Yellow', 'White']","['25%', '25%', '25%', '25%']"
"['Rr-Yy-WW', 'rr-yy-Ww']","['Rr-Yy-WW', 'Rr-Yy-Ww', 'Rr-yy-WW', 'Rr-yy-Ww', 'rr-Yy-WW', 'rr-Yy-Ww', 'rr-yy-WW', 'rr-yy-Ww']","['Orange', 'White (seed)']","['Orange', 'Orange', 'Red', 'Red', 'Yellow', 'Yellow', 'White', 'White (seed)']","['12%', '12%', '12%', '12%', '12%', '12%', '12%', '12%']"
"['Rr-Yy-WW', 'rr-yy-ww']","['Rr-Yy-Ww', 'Rr-yy-Ww', 'rr-Yy-Ww', 'rr-yy-Ww']","['Orange', 'Blue']","['Orange', 'Red', 'Yellow', 'White (seed)']","['25%', '25%', '25%', '25%']"
"['Rr-yy-WW', 'Rr-yy-WW']","['RR-yy-WW', 'Rr-yy-WW', 'rr-yy-WW']","['Red', 'Red']","['Red (seed)', 'Red', 'White']","['33%', '33%', '33%']"
"['Rr-yy-WW', 'Rr-yy-Ww']","['RR-yy-WW', 'RR-yy-Ww', 'Rr-yy-WW', 'Rr-yy-Ww', 'rr-yy-WW', 'rr-yy-Ww']","['Red', 'Red']","['Red (seed)', 'Red', 'Red', 'Red', 'White', 'White (seed)']","['16%', '16%', '16%', '16%', '16%', '16%']"
"['Rr-yy-WW', 'rr-YY-WW']","['Rr-Yy-WW', 'rr-Yy-WW']","['Red', 'Yellow (seed)']","['Orange', 'Yellow']","['50%', '50%']"
"['Rr-yy-WW', 'rr-Yy-WW']","['Rr-Yy-WW', 'Rr-yy-WW', 'rr-Yy-WW', 'rr-yy-WW']","['Red', 'Yellow']","['Orange', 'Red', 'Yellow', 'White']","['25%', '25%', '25%', '25%']"
"['Rr-yy-WW', 'rr-Yy-Ww']","['Rr-Yy-WW', 'Rr-Yy-Ww', 'Rr-yy-WW', 'Rr-yy-Ww', 'rr-Yy-WW', 'rr-Yy-Ww', 'rr-yy-WW', 'rr-yy-Ww']","['Red', 'Yellow']","['Orange', 'Orange', 'Red', 'Red', 'Yellow', 'Yellow', 'White', 'White (seed)']","['12%', '12%', '12%', '12%', '12%', '12%', '12%', '12%']"
"['Rr-yy-WW', 'rr-yy-WW']","['Rr-yy-WW', 'rr-yy-WW']","['Red', 'White']","['Red', 'White']","['50%', '50%']"
"['Rr-yy-WW', 'rr-yy-Ww']","['Rr-yy-WW', 'Rr-yy-Ww', 'rr-yy-WW', 'rr-yy-Ww']","['Red', 'White (seed)']","['Red', 'Red', 'White', 'White (seed)']","['25%', '25%', '25%', '25%']"
"['Rr-yy-WW', 'rr-yy-ww']","['Rr-yy-Ww', 'rr-yy-Ww']","['Red', 'Blue']","['Red', 'White (seed)']","['50%', '50%']"
"['Rr-yy-Ww', 'Rr-yy-Ww']","['RR-yy-WW', 'RR-yy-Ww', 'RR-yy-ww', 'Rr-yy-WW', 'Rr-yy-Ww', 'Rr-yy-ww', 'rr-yy-WW', 'rr-yy-Ww', 'rr-yy-ww']","['Red', 'Red']","['Red (seed)', 'Red', 'Purple', 'Red', 'Red', 'Blue', 'White', 'White (seed)', 'Blue']","['11%', '11%', '11%', '11%', '11%', '11%', '11%', '11%', '11%']"
"['Rr-yy-Ww', 'rr-YY-WW']","['Rr-Yy-WW', 'Rr-Yy-Ww', 'rr-Yy-WW', 'rr-Yy-Ww']","['Red', 'Yellow (seed)']","['Orange', 'Orange', 'Yellow', 'Yellow']","['25%', '25%', '25%', '25%']"
"['Rr-yy-Ww', 'rr-Yy-WW']","['Rr-Yy-WW', 'Rr-Yy-Ww', 'Rr-yy-WW', 'Rr-yy-Ww', 'rr-Yy-WW', 'rr-Yy-Ww', 'rr-yy-WW', 'rr-yy-Ww']","['Red', 'Yellow']","['Orange', 'Orange', 'Red', 'Red', 'Yellow', 'Yellow', 'White', 'White (seed)']","['12%', '12%', '12%', '12%', '12%', '12%', '12%', '12%']"
"['Rr-yy-Ww', 'rr-Yy-Ww']","['Rr-Yy-WW', 'Rr-Yy-Ww', 'Rr-Yy-ww', 'Rr-yy-WW', 'Rr-yy-Ww', 'Rr-yy-ww', 'rr-Yy-WW', 'rr-Yy-Ww', 'rr-Yy-ww', 'rr-yy-WW', 'rr-yy-Ww', 'rr-yy-ww']","['Red', 'Yellow']","['Orange', 'Orange', 'Orange', 'Red', 'Red', 'Blue', 'Yellow', 'Yellow', 'Blue', 'White', 'White (seed)', 'Blue']","['8%', '8%', '8%', '8%', '8%', '8%', '8%', '8%', '8%', '8%', '8%', '8%']"
"['Rr-yy-Ww', 'rr-yy-WW']","['Rr-yy-WW', 'Rr-yy-Ww', 'rr-yy-WW', 'rr-yy-Ww']","['Red', 'White']","['Red', 'Red', 'White', 'White (seed)']","['25%', '25%', '25%', '25%']"
"['Rr-yy-Ww', 'rr-yy-Ww']","['Rr-yy-WW', 'Rr-yy-Ww', 'Rr-yy-ww', 'rr-yy-WW', 'rr-yy-Ww', 'rr-yy-ww']","['Red', 'White (seed)']","['Red', 'Red', 'Blue', 'White', 'White (seed)', 'Blue']","['16%', '16%', '16%', '16%', '16%', '16%']"
"['Rr-yy-Ww', 'rr-yy-ww']","['Rr-yy-Ww', 'Rr-yy-ww', 'rr-yy-Ww', 'rr-yy-ww']","['Red', 'Blue']","['Red', 'Blue', 'White (seed)', 'Blue']","['25%', '25%', '25%', '25%']"
"['rr-YY-WW', 'rr-YY-WW']",['rr-YY-WW'],"['Yellow (seed)', 'Yellow (seed)']",['Yellow (seed)'],['100%']
"['rr-YY-WW', 'rr-Yy-WW']","['rr-YY-WW', 'rr-Yy-WW']","['Yellow (seed)', 'Yellow']","['Yellow (seed)', 'Yellow']","['50%', '50%']"
"['rr-YY-WW', 'rr-Yy-Ww']","['rr-YY-WW', 'rr-YY-Ww', 'rr-Yy-WW', 'rr-Yy-Ww']","['Yellow (seed)', 'Yellow']","['Yellow (seed)', 'Yellow', 'Yellow', 'Yellow']","['25%', '25%', '25%', '25%']"
"['rr-YY-WW', 'rr-yy-WW']",['rr-Yy-WW'],"['Yellow (seed)', 'White']",['Yellow'],['100%']
"['rr-YY-WW', 'rr-yy-Ww']","['rr-Yy-WW', 'rr-Yy-Ww']","['Yellow (seed)', 'White (seed)']","['Yellow', 'Yellow']","['50%', '50%']"
"['rr-YY-WW', 'rr-yy-ww']",['rr-Yy-Ww'],"['Yellow (seed)', 'Blue']",['Yellow'],['100%']
"['rr-Yy-WW', 'rr-Yy-WW']","['rr-YY-WW', 'rr-Yy-WW', 'rr-yy-WW']","['Yellow', 'Yellow']","['Yellow (seed)', 'Yellow', 'White']","['33%', '33%', '33%']"
"['rr-Yy-WW', 'rr-Yy-Ww']","['rr-YY-WW', 'rr-YY-Ww', 'rr-Yy-WW', 'rr-Yy-Ww', 'rr-yy-WW', 'rr-yy-Ww']","['Yellow', 'Yellow']","['Yellow (seed)', 'Yellow', 'Yellow', 'Yellow', 'White', 'White (seed)']","['16%', '16%', '16%', '16%', '16%', '16%']"
"['rr-Yy-WW', 'rr-yy-WW']","['rr-Yy-WW', 'rr-yy-WW']","['Yellow', 'White']","['Yellow', 'White']","['50%', '50%']"
"['rr-Yy-WW', 'rr-yy-Ww']","['rr-Yy-WW', 'rr-Yy-Ww', 'rr-yy-WW', 'rr-yy-Ww']","['Yellow', 'White (seed)']","['Yellow', 'Yellow', 'White', 'White (seed)']","['25%', '25%', '25%', '25%']"
"['rr-Yy-WW', 'rr-yy-ww']","['rr-Yy-Ww', 'rr-yy-Ww']","['Yellow', 'Blue']","['Yellow', 'White (seed)']","['50%', '50%']"
"['rr-Yy-Ww', 'rr-Yy-Ww']","['rr-YY-WW', 'rr-YY-Ww', 'rr-YY-ww', 'rr-Yy-WW', 'rr-Yy-Ww', 'rr-Yy-ww', 'rr-yy-WW', 'rr-yy-Ww', 'rr-yy-ww']","['Yellow', 'Yellow']","['Yellow (seed)', 'Yellow', 'Yellow', 'Yellow', 'Yellow', 'Blue', 'White', 'White (seed)', 'Blue']","['11%', '11%', '11%', '11%', '11%', '11%', '11%', '11%', '11%']"
"['rr-Yy-Ww', 'rr-yy-WW']","['rr-Yy-WW', 'rr-Yy-Ww', 'rr-yy-WW', 'rr-yy-Ww']","['Yellow', 'White']","['Yellow', 'Yellow', 'White', 'White (seed)']","['25%', '25%', '25%', '25%']"
"['rr-Yy-Ww', 'rr-yy-Ww']","['rr-Yy-WW', 'rr-Yy-Ww', 'rr-Yy-ww', 'rr-yy-WW', 'rr-yy-Ww', 'rr-yy-ww']","['Yellow', 'White (seed)']","['Yellow', 'Yellow', 'Blue', 'White', 'White (seed)', 'Blue']","['16%', '16%', '16%', '16%', '16%', '16%']"
"['rr-Yy-Ww', 'rr-yy-ww']","['rr-Yy-Ww', 'rr-Yy-ww', 'rr-yy-Ww', 'rr-yy-ww']","['Yellow', 'Blue']","['Yellow', 'Blue', 'White (seed)', 'Blue']","['25%', '25%', '25%', '25%']"
"['rr-yy-WW', 'rr-yy-WW']",['rr-yy-WW'],"['White', 'White']",['White'],['100%']
"['rr-yy-WW', 'rr-yy-Ww']","['rr-yy-WW', 'rr-yy-Ww']","['White', 'White (seed)']","['White', 'White (seed)']","['50%', '50%']"
"['rr-yy-WW', 'rr-yy-ww']",['rr-yy-Ww'],"['White', 'Blue']",['White (seed)'],['100%']
"['rr-yy-Ww', 'rr-yy-ww']","['rr-yy-Ww', 'rr-yy-ww']","['White (seed)', 'Blue']","['White (seed)', 'Blue']","['50%', '50%']"
"['rr-yy-ww', 'rr-yy-ww']",['rr-yy-ww'],"['Blue', 'Blue']",['Blue'],['100%']
"['RR-YY-WW', 'RR-YY-WW']",['RR-YY-WW'],"['Orange', 'Orange']",['Orange'],['100%']
"['RR-YY-WW', 'RR-Yy-WW']","['RR-YY-WW', 'RR-Yy-WW']","['Orange', 'Red']","['Orange', 'Red']","['50%', '50%']"
"['RR-YY-WW', 'RR-Yy-Ww']","['RR-YY-WW', 'RR-YY-Ww', 'RR-Yy-WW', 'RR-Yy-Ww']","['Orange', 'Red']","['Orange', 'Orange', 'Red', 'Red']","['25%', '25%', '25%', '25%']"
"['RR-YY-WW', 'RR-yy-WW']",['RR-Yy-WW'],"['Orange', 'Red (seed)']",['Red'],['100%']
"['RR-YY-WW', 'RR-yy-Ww']","['RR-Yy-WW', 'RR-Yy-Ww']","['Orange', 'Red']","['Red', 'Red']","['50%', '50%']"
"['RR-YY-WW', 'RR-yy-ww']",['RR-Yy-Ww'],"['Orange', 'Purple']",['Red'],['100%']
"['RR-YY-WW', 'Rr-YY-WW']","['RR-YY-WW', 'Rr-YY-WW']","['Orange', 'Yellow']","['Orange', 'Yellow']","['50%', '50%']"
"['RR-YY-WW', 'Rr-YY-Ww']","['RR-YY-WW', 'RR-YY-Ww', 'Rr-YY-WW', 'Rr-YY-Ww']","['Orange', 'Yellow']","['Orange', 'Orange', 'Yellow', 'Yellow']","['25%', '25%', '25%', '25%']"
"['RR-YY-WW', 'Rr-Yy-WW']","['RR-YY-WW', 'RR-Yy-WW', 'Rr-YY-WW', 'Rr-Yy-WW']","['Orange', 'Orange']","['Orange', 'Red', 'Yellow', 'Orange']","['25%', '25%', '25%', '25%']"
"['RR-YY-WW', 'Rr-Yy-Ww']","['RR-YY-WW', 'RR-YY-Ww', 'RR-Yy-WW', 'RR-Yy-Ww', 'Rr-YY-WW', 'Rr-YY-Ww', 'Rr-Yy-WW', 'Rr-Yy-Ww']","['Orange', 'Orange']","['Orange', 'Orange', 'Red', 'Red', 'Yellow', 'Yellow', 'Orange', 'Orange']","['12%', '12%', '12%', '12%', '12%', '12%', '12%', '12%']"
"['RR-YY-WW', 'Rr-Yy-ww']","['RR-YY-Ww', 'RR-Yy-Ww', 'Rr-YY-Ww', 'Rr-Yy-Ww']","['Orange', 'Orange']","['Orange', 'Red', 'Yellow', 'Orange']","['25%', '25%', '25%', '25%']"
"['RR-YY-WW', 'Rr-yy-WW']","['RR-Yy-WW', 'Rr-Yy-WW']","['Orange', 'Red']","['Red', 'Orange']","['50%', '50%']"
"['RR-YY-WW', 'Rr-yy-Ww']","['RR-Yy-WW', 'RR-Yy-Ww', 'Rr-Yy-WW', 'Rr-Yy-Ww']","['Orange', 'Red']","['Red', 'Red', 'Orange', 'Orange']","['25%', '25%', '25%', '25%']"
"['RR-YY-WW', 'Rr-yy-ww']","['RR-Yy-Ww', 'Rr-Yy-Ww']","['Orange', 'Blue']","['Red', 'Orange']","['50%', '50%']"
"['RR-YY-WW', 'rr-YY-WW']",['Rr-YY-WW'],"['Orange', 'Yellow (seed)']",['Yellow'],['100%']
"['RR-YY-WW', 'rr-YY-Ww']","['Rr-YY-WW', 'Rr-YY-Ww']","['Orange', 'Yellow']","['Yellow', 'Yellow']","['50%', '50%']"
"['RR-YY-WW', 'rr-YY-ww']",['Rr-YY-Ww'],"['Orange', 'Yellow']",['Yellow'],['100%']
"['RR-YY-WW', 'rr-Yy-WW']","['Rr-YY-WW', 'Rr-Yy-WW']","['Orange', 'Yellow']","['Yellow', 'Orange']","['50%', '50%']"
"['RR-YY-WW', 'rr-Yy-Ww']","['Rr-YY-WW', 'Rr-YY-Ww', 'Rr-Yy-WW', 'Rr-Yy-Ww']","['Orange', 'Yellow']","['Yellow', 'Yellow', 'Orange', 'Orange']","['25%', '25%', '25%', '25%']"
"['RR-YY-WW', 'rr-Yy-ww']","['Rr-YY-Ww', 'Rr-Yy-Ww']","['Orange', 'Blue']","['Yellow', 'Orange']","['50%', '50%']"
"['RR-YY-WW', 'rr-yy-WW']",['Rr-Yy-WW'],"['Orange', 'White']",['Orange'],['100%']
"['RR-YY-WW', 'rr-yy-Ww']","['Rr-Yy-WW', 'Rr-Yy-Ww']","['Orange', 'White (seed)']","['Orange', 'Orange']","['50%', '50%']"
"['RR-YY-WW', 'rr-yy-ww']",['Rr-Yy-Ww'],"['Orange', 'Blue']",['Orange'],['100%']
"['RR-Yy-WW', 'RR-Yy-WW']","['RR-YY-WW', 'RR-Yy-WW', 'RR-yy-WW']","['Red', 'Red']","['Orange', 'Red', 'Red (seed)']","['33%', '33%', '33%']"
"['RR-Yy-WW', 'RR-Yy-Ww']","['RR-YY-WW', 'RR-YY-Ww', 'RR-Yy-WW', 'RR-Yy-Ww', 'RR-yy-WW', 'RR-yy-Ww']","['Red', 'Red']","['Orange', 'Orange', 'Red', 'Red', 'Red (seed)', 'Red']","['16%', '16%', '16%', '16%', '16%', '16%']"
"['RR-Yy-WW', 'RR-yy-WW']","['RR-Yy-WW', 'RR-yy-WW']","['Red', 'Red (seed)']","['Red', 'Red (seed)']","['50%', '50%']"
"['RR-Yy-WW', 'RR-yy-Ww']","['RR-Yy-WW', 'RR-Yy-Ww', 'RR-yy-WW', 'RR-yy-Ww']","['Red', 'Red']","['Red', 'Red', 'Red (seed)', 'Red']","['25%', '25%', '25%', '25%']"
"['RR-Yy-WW', 'RR-yy-ww']","['RR-Yy-Ww', 'RR-yy-Ww']","['Red', 'Purple']","['Red', 'Red']","['50%', '50%']"
"['RR-Yy-WW', 'Rr-YY-WW']","['RR-YY-WW', 'RR-Yy-WW', 'Rr-YY-WW', 'Rr-Yy-WW']","['Red', 'Yellow']","['Orange', 'Red', 'Yellow', 'Orange']","['25%', '25%', '25%', '25%']"
"['RR-Yy-WW', 'Rr-YY-Ww']","['RR-YY-WW', 'RR-YY-Ww', 'RR-Yy-WW', 'RR-Yy-Ww', 'Rr-YY-WW', 'Rr-YY-Ww', 'Rr-Yy-WW', 'Rr-Yy-Ww']","['Red', 'Yellow']","['Orange', 'Orange', 'Red', 'Red', 'Yellow', 'Yellow', 'Orange', 'Orange']","['12%', '12%', '12%', '12%', '12%', '12%', '12%', '12%']"
"['RR-Yy-WW', 'Rr-Yy-WW']","['RR-YY-WW', 'RR-Yy-WW', 'RR-yy-WW', 'Rr-YY-WW', 'Rr-Yy-WW', 'Rr-yy-WW']","['Red', 'Orange']","['Orange', 'Red', 'Red (seed)', 'Yellow', 'Orange', 'Red']","['16%', '16%', '16%', '16%', '16%', '16%']"
"['RR-Yy-WW', 'Rr-Yy-Ww']","['RR-YY-WW', 'RR-YY-Ww', 'RR-Yy-WW', 'RR-Yy-Ww', 'RR-yy-WW', 'RR-yy-Ww', 'Rr-YY-WW', 'Rr-YY-Ww', 'Rr-Yy-WW', 'Rr-Yy-Ww', 'Rr-yy-WW', 'Rr-yy-Ww']","['Red', 'Orange']","['Orange', 'Orange', 'Red', 'Red', 'Red (seed)', 'Red', 'Yellow', 'Yellow', 'Orange', 'Orange', 'Red', 'Red']","['8%', '8%', '8%', '8%', '8%', '8%', '8%', '8%', '8%', '8%', '8%', '8%']"
"['RR-Yy-WW', 'Rr-Yy-ww']","['RR-YY-Ww', 'RR-Yy-Ww', 'RR-yy-Ww', 'Rr-YY-Ww', 'Rr-Yy-Ww', 'Rr-yy-Ww']","['Red', 'Orange']","['Orange', 'Red', 'Red', 'Yellow', 'Orange', 'Red']","['16%', '16%', '16%', '16%', '16%', '16%']"
"['RR-Yy-WW', 'Rr-yy-WW']","['RR-Yy-WW', 'RR-yy-WW', 'Rr-Yy-WW', 'Rr-yy-WW']","['Red', 'Red']","['Red', 'Red (seed)', 'Orange', 'Red']","['25%', '25%', '25%', '25%']"
"['RR-Yy-WW', 'Rr-yy-Ww']","['RR-Yy-WW', 'RR-Yy-Ww', 'RR-yy-WW', 'RR-yy-Ww', 'Rr-Yy-WW', 'Rr-Yy-Ww', 'Rr-yy-WW', 'Rr-yy-Ww']","['Red', 'Red']","['Red', 'Red', 'Red (seed)', 'Red', 'Orange', 'Orange', 'Red', 'Red']","['12%', '12%', '12%', '12%', '12%', '12%', '12%', '12%']"
"['RR-Yy-WW', 'Rr-yy-ww']","['RR-Yy-Ww', 'RR-yy-Ww', 'Rr-Yy-Ww', 'Rr-yy-Ww']","['Red', 'Blue']","['Red', 'Red', 'Orange', 'Red']","['25%', '25%', '25%', '25%']"
"['RR-Yy-WW', 'rr-YY-WW']","['Rr-YY-WW', 'Rr-Yy-WW']","['Red', 'Yellow (seed)']","['Yellow', 'Orange']","['50%', '50%']"
"['RR-Yy-WW', 'rr-YY-Ww']","['Rr-YY-WW', 'Rr-YY-Ww', 'Rr-Yy-WW', 'Rr-Yy-Ww']","['Red', 'Yellow']","['Yellow', 'Yellow', 'Orange', 'Orange']","['25%', '25%', '25%', '25%']"
"['RR-Yy-WW', 'rr-YY-ww']","['Rr-YY-Ww', 'Rr-Yy-Ww']","['Red', 'Yellow']","['Yellow', 'Orange']","['50%', '50%']"
"['RR-Yy-WW', 'rr-Yy-WW']","['Rr-YY-WW', 'Rr-Yy-WW', 'Rr-yy-WW']","['Red', 'Yellow']","['Yellow', 'Orange', 'Red']","['33%', '33%', '33%']"
"['RR-Yy-WW', 'rr-Yy-Ww']","['Rr-YY-WW', 'Rr-YY-Ww', 'Rr-Yy-WW', 'Rr-Yy-Ww', 'Rr-yy-WW', 'Rr-yy-Ww']","['Red', 'Yellow']","['Yellow', 'Yellow', 'Orange', 'Orange', 'Red', 'Red']","['16%', '16%', '16%', '16%', '16%', '16%']"
"['RR-Yy-WW', 'rr-Yy-ww']","['Rr-YY-Ww', 'Rr-Yy-Ww', 'Rr-yy-Ww']","['Red', 'Blue']","['Yellow', 'Orange', 'Red']","['33%', '33%', '33%']"
"['RR-Yy-WW', 'rr-yy-WW']","['Rr-Yy-WW', 'Rr-yy-WW']","['Red', 'White']","['Orange', 'Red']","['50%', '50%']"
"['RR-Yy-WW', 'rr-yy-Ww']","['Rr-Yy-WW', 'Rr-Yy-Ww', 'Rr-yy-WW', 'Rr-yy-Ww']","['Red', 'White (seed)']","['Orange', 'Orange', 'Red', 'Red']","['25%', '25%', '25%', '25%']"
"['RR-Yy-WW', 'rr-yy-ww']","['Rr-Yy-Ww', 'Rr-yy-Ww']","['Red', 'Blue']","['Orange', 'Red']","['50%', '50%']"
"['RR-Yy-Ww', 'RR-Yy-Ww']","['RR-YY-WW', 'RR-YY-Ww', 'RR-YY-ww', 'RR-Yy-WW', 'RR-Yy-Ww', 'RR-Yy-ww', 'RR-yy-WW', 'RR-yy-Ww', 'RR-yy-ww']","['Red', 'Red']","['Orange', 'Orange', 'Purple', 'Red', 'Red', 'Purple', 'Red (seed)', 'Red', 'Purple']","['11%', '11%', '11%', '11%', '11%', '11%', '11%', '11%', '11%']"
"['RR-Yy-Ww', 'RR-yy-WW']","['RR-Yy-WW', 'RR-Yy-Ww', 'RR-yy-WW', 'RR-yy-Ww']","['Red', 'Red (seed)']","['Red', 'Red', 'Red (seed)', 'Red']","['25%', '25%', '25%', '25%']"
"['RR-Yy-Ww', 'RR-yy-Ww']","['RR-Yy-WW', 'RR-Yy-Ww', 'RR-Yy-ww', 'RR-yy-WW', 'RR-yy-Ww', 'RR-yy-ww']","['Red', 'Red']","['Red', 'Red', 'Purple', 'Red (seed)', 'Red', 'Purple']","['16%', '16%', '16%', '16%', '16%', '16%']"
"['RR-Yy-Ww', 'RR-yy-ww']","['RR-Yy-Ww', 'RR-Yy-ww', 'RR-yy-Ww', 'RR-yy-ww']","['Red', 'Purple']","['Red', 'Purple', 'Red', 'Purple']","['25%', '25%', '25%', '25%']"
"['RR-Yy-Ww', 'Rr-YY-WW']","['RR-YY-WW', 'RR-YY-Ww', 'RR-Yy-WW', 'RR-Yy-Ww', 'Rr-YY-WW', 'Rr-YY-Ww', 'Rr-Yy-WW', 'Rr-Yy-Ww']","['Red', 'Yellow']","['Orange', 'Orange', 'Red', 'Red', 'Yellow', 'Yellow', 'Orange', 'Orange']","['12%', '12%', '12%', '12%', '12%', '12%', '12%', '12%']"
